gene name	test_pipeline	first_sample
RP11-210G22.1	0	0
RP11-378A13.2	0	0
KB-67B5.17	0	0
RP11-285G1.14	0	0
RP11-466F5.10	0	0
CTA-989H11.1	0	0
RP5-827C21.6	0	0
RP11-376P6.3	0	0
RP11-700J17.1	0	0
RP11-268E23.2	0	0
SFTPD-AS1	0	0
RP5-1074L1.4	0	3
RP11-383I23.2	0	0
RP11-803P9.1	0	0
OR2Q1P	0	0
RP11-305L7.7	0	0
RP5-1065J22.8	0	0
RP5-1098D14.1	0	0
RP3-412A9.16	0	0
RP11-401O9.4	0	0
RP13-514E23.2	0	0
RP11-634H22.1	0	4
RP11-255E6.6	0	0
LINC01396	0	0
RP11-474G23.1	0	0
RP11-408A13.3	0	0
RP5-855D21.2	0	0
RP11-329B9.3	0	0
RP11-114O18.1	0	0
RP11-757A13.1	0	0
OR5B15P	0	0
RP11-480C22.1	0	0
RP11-96C23.15	0	0
RP11-702B10.2	0	0
RP4-597N16.4	0	0
RP4-751H13.7	0	0
CTD-2540B15.13	0	0
OR13I1P	0	0
CTA-223H9.9	0	0
RP4-539M6.22	0	0
RP5-1165K10.2	0	0
RP1-170O19.22	0	0
OR8S21P	0	0
RP11-434H6.7	0	0
AC006946.17	0	0
RP11-54O7.18	0	0
RP5-1147A1.2	0	0
RP11-1399P15.1	0	0
AC004067.5	0	0
RP11-166O4.6	0	0
RP11-218F10.3	0	0
RP11-76P2.4	0	0
RP4-569M23.4	0	4
RP11-797D24.3	0	0
RP11-305O4.3	0	0
RP11-686O6.2	0	0
RP11-398A8.4	0	0
RP11-313P22.1	0	0
RP11-548H3.1	0	0
RP13-1039J1.4	0	0
RP11-102N12.3	0	2
LL09NC01-139C3.1	0	0
RP11-295P9.12	0	0
RP11-108L7.14	0	0
RP11-465N4.5	0	0
RP11-126K1.9	0	0
RP4-671G15.2	0	1
OR6R2P	0	0
RP11-225H22.7	0	0
RP11-731C17.2	0	0
RP4-621B10.8	0	0
RP11-180C16.1	0	0
AP000230.1	0	0
RP11-80H18.4	0	0
AC011841.1	0	0
RP11-402D21.3	0	0
SNORA40	0	0
MIR6129	0	0
none	0	0
RP11-50D16.4	0	0
CNTNAP3P1	0	0
RP11-160C18.5	0	0
TBC1D3K	0	0
FOXD4L6	0	0
DAOA-AS1_2	0	0
U1	0	0
SPDYE8P	0	0
RP11-45A17.4	0	4
RP11-248G5.9	0	0
Metazoa_SRP	0	0
none	0	0
none	0	0
none	0	0
H19_1	0	0
none	0	0
RP11-74M13.6	0	0
ZEB2_AS1_3	0	0
AGBL1	0	0
DLEU1_2	0	0
HIST1H4K	0	0
SNORA44	0	0
none	0	0
OR4F16	0	0
none	0	0
Metazoa_SRP	0	0
RP11-527N12.2	0	0
RP11-616M22.11	0	0
RP11-87C7.3	0	0
CTD-2049O4.2	0	0
AC136616.1	0	0
MIR6812	0	0
none	0	0
CTD-2024I7.18	0	0
RP11-244H18.3	0	0
CWC25	0	41
none	0	0
none	0	0
CTD-3075F15.1	0	0
Metazoa_SRP	0	0
REXO1L3P	0	0
RP11-417L19.6	0	7
CTC-320C6.1	0	0
RMST_5	0	0
ST7-OT4_2	0	0
Metazoa_SRP	0	0
RP11-390P24.1	0	0
none	0	0
RP11-609L3.2	0	0
none	0	0
RP11-426C22.7	0	0
none	0	0
RP11-861L17.4	0	0
RP11-14C10.5	0	0
OR10G1P	0	0
SNORA78	0	0
RP11-433A19.2	0	0
RP11-427G18.1	0	0
SMIM11B	0	0
7SK	0	0
MIR7160	0	0
RP11-707E21.1	0	0
ST7-OT4_1	0	0
RP11-392A14.9	0	0
PMS2P6	0	0
RP11-59C5.3	0	0
CTD-2564P9.3	0	0
C17orf96	0	0
MIR6776	0	0
RP11-271K11.6	0	0
RN7SL386P	0	0
ZNHIT3	1	57
DLEU2_4	0	0
MIR6511A4	0	0
SNORA11	0	0
none	0	0
RP11-66N24.7	0	0
RP5-908M14.9	0	0
none	0	0
uc_338	0	0
TP53TG1_1	0	0
none	0	0
MIR4726	0	0
RP11-756A22.7	0	0
U7	0	0
none	0	0
none	0	0
none	0	0
RP11-219H23.2	0	0
RP5-864K19.7	0	0
RP11-597A11.11	0	0
WBP1LP8	0	0
PPP1R26P2	0	0
ABC7-481722F1.1	0	0
none	0	0
MIR8065	0	0
CTD-3193K9.11	0	0
none	0	0
CTB-52I2.4	0	1
MIR6792	0	0
uc_338	0	0
RP11-58C22.2	0	0
none	0	0
none	0	0
RP11-2N1.3	0	0
none	0	0
none	0	0
RP11-15E1.4	0	0
RP11-405M12.4	0	0
none	0	0
CTD-2378E12.1	0	0
RP11-406H23.5	0	0
RP11-144A16.3	0	0
WT1-AS_2	0	0
none	0	0
RP11-566K19.8	0	0
RP11-996F15.6	0	0
RP11-427P5.3	0	0
none	0	0
none	0	0
RP5-837J1.6	0	0
none	0	0
none	0	0
RP11-617F23.2	0	0
AL050303.12	0	0
C2orf27AP1	0	0
U2	0	0
none	0	0
CT45A7	0	0
none	0	0
MRPL57P1	0	0
none	0	0
MIR6760	0	0
PART1_1	0	0
RP11-758H9.2	5	0
HIST1H2BM	0	0
RP11-573C10.1	0	0
none	0	0
LHX1	0	0
U2	0	0
Metazoa_SRP	0	6
RP5-1021I20.8	0	0
RP5-874C20.7	0	0
RP11-586D5.3	0	1
RN7SL343P	0	0
RP11-715G15.2	0	0
RP11-613E4.4	0	0
RP11-745A24.3	0	0
RP11-93H24.3	0	0
RP11-347C12.12	0	0
Metazoa_SRP	0	0
U1	0	0
RP11-7F17.8	0	0
RNA5-8S5	0	0
RP11-373F14.1	0	0
VN1R74P	0	0
CTC-510F12.7	0	0
LLfos-48D6.2	0	0
CTB-186H2.2	0	0
pRNA	0	0
MIR6075	0	0
none	0	0
U4	0	0
MIR6870	0	0
GHc-1077H7.2	0	0
RP11-90B9.3	0	0
AL592183.1	1	0
CYFIP1	0	16
HOXB13-AS1_1	0	0
none	0	0
none	0	0
RP11-566K19.9	0	0
MIR6790	0	0
RP4-563E14.1	0	0
CH17-360D5.3	0	0
VN1R76P	0	0
RP11-420C9.1	0	0
RP11-370I10.11	0	0
none	0	0
ZNRD1-AS1_2	0	0
U1	0	0
LCA10	0	0
RP11-236L14.2	0	0
RP5-865E18.2	0	0
none	0	0
MIR6126	0	0
CEACAM20	0	0
MIR6765	0	0
none	0	0
UCA1	0	0
CTD-2506P8.6	0	0
RP11-78J21.7	0	0
RP11-133K1.11	0	0
none	0	0
U3	0	0
none	0	0
none	0	0
CTC-559E9.13	0	0
RP11-554D20.2	0	0
none	0	0
LL21NC02-21A1.1	17	0
RP11-1046B16.3	0	0
none	0	0
RP11-1J4.1	0	0
none	0	0
HIST1H2BG	0	0
RP11-680G24.7	0	0
RP11-620J15.4	0	0
RP11-439K3.4	0	0
none	0	0
none	0	0
none	0	0
WI2-87327B8.2	0	0
RP11-11A9.2	0	0
none	0	0
RP11-85B7.5	0	0
none	0	0
RN7SL673P	0	0
ENPP7P7	0	0
USP27X	0	0
RP5-963E22.6	0	0
none	0	0
RP11-81H14.1	0	0
CH17-164J11.1	0	0
none	0	0
RP11-394O2.3	0	0
Metazoa_SRP	0	0
MIR7843	0	0
none	0	0
none	0	0
SNORD115-13	0	0
MIR6842	0	0
LLNLR-470E3.1	0	0
RP3-333B15.5	0	0
AL078471.5	0	0
TAF9	340	252
none	0	0
AC009091.1	0	0
RP4-608O15.4	0	0
Metazoa_SRP	0	0
none	0	0
SDR42E1P4	0	0
RP11-809H16.3	0	0
RP11-438D14.3	0	0
none	0	0
RP11-133K1.12	0	0
none	0	0
RP1-85D24.4	0	0
CTD-3066C23.1	0	3
none	0	0
RP11-108F14.1	0	0
Metazoa_SRP	0	0
none	0	0
RP11-174N3.4	0	0
SLC25A15P4	0	0
MIR6859-2	0	0
RP11-221H10.2	0	0
RP11-635O16.2	0	0
none	0	0
none	0	0
MIR8066	0	0
snoU2-30	0	0
Metazoa_SRP	0	0
FRMD6-AS1	0	0
RP11-603J24.21	0	0
RP11-500G22.5	0	0
none	0	0
RP1-101A2.1	0	0
SLC20A1P2	0	0
none	0	0
CH17-264B6.4	0	0
MIR6798	0	0
NOL12	27	16
RP11-459O16.7	0	0
CTD-2619J13.27	0	0
none	0	0
RP11-686G8.5	0	0
Hammerhead_HH10	0	0
RP11-115H13.1	0	0
CA15P2	0	0
WT1-AS_7	0	0
none	0	0
MIR8068	0	0
Metazoa_SRP	0	0
none	0	0
none	0	0
RP11-384G23.1	0	0
RP11-761I4.5	0	0
CTD-2536I1.3	0	0
none	0	0
RP11-227D13.5	0	0
none	0	0
Y_RNA	0	0
none	0	0
MIR6877	0	0
RP11-48O20.5	0	0
pRNA	0	0
none	0	0
RN7SL722P	0	0
none	0	0
RMST_2	0	0
MIR6853	0	0
RN7SL733P	0	0
SMCR2_1	0	0
none	0	0
Metazoa_SRP	0	3
RP4-620E11.8	0	0
none	0	0
CTB-31N19.5	0	0
RP11-346J10.3	0	0
RP11-219B17.3	0	0
none	0	0
HOXA11-AS1_1	0	0
IGKV2-40	0	0
ENPP7P14	0	0
Y_RNA	0	0
RP11-378E13.4	0	0
pRNA	0	0
RP11-77K12.10	0	0
CTD-2306A12.1	0	0
RP11-973D8.5	0	0
FTX_2	0	0
Metazoa_SRP	0	0
GOLGA6L1	0	0
none	0	0
CTB-118P15.3	0	0
Metazoa_SRP	0	0
RP13-49I15.6	0	0
RN7SL106P	0	0
RP11-332H18.7	0	0
HIST1H3G	0	0
none	0	0
Metazoa_SRP	0	0
RP11-585P4.6	0	0
RP11-265D19.8	0	0
RP11-425D17.2	0	0
SDR42E1P1	0	0
none	0	0
RP11-361F15.5	0	0
RP4-777L9.2	0	0
RBM17P2	0	0
RP11-5G9.5	0	2
RP11-66N24.6	0	0
H19_3	0	0
DLG2-AS1_1	0	0
Metazoa_SRP	0	0
RP5-935K16.2	0	0
Metazoa_SRP	0	0
RN7SL2	0	0
none	0	0
none	0	0
CTD-2302E22.6	0	0
none	0	0
Metazoa_SRP	0	0
CH17-78J1.1	0	0
LINC01138	0	6
RP11-823E8.3	0	0
RP13-362E11.3	0	0
RP11-732M18.4	0	0
RP13-210D15.8	0	0
MIR3670-4	0	0
FAM27E3	0	0
none	0	0
RP11-440D17.5	0	0
RP11-340F14.6	0	0
none	0	0
RP11-413H22.3	0	0
AC006539.6	0	0
MIR6813	0	0
none	0	0
RP11-66H6.4	0	0
none	0	0
AC011718.2	0	0
Y_RNA	0	0
INO80B-WBP1	0	0
uc_338	0	0
OR7E156P	0	0
MIR4727	0	0
CDKN2B-AS_3	0	0
MIR6507	0	0
none	0	0
5S_rRNA	0	0
MIR6724-2	0	0
none	0	0
U2	0	0
RP11-570L14.1	0	0
none	0	0
MIR6514	0	0
ABC12-47964100C23.1	0	0
RP11-475E11.9	0	1
GATSL2	0	4
mascRNA-menRNA	0	0
none	0	0
uc_338	0	0
RN7SL539P	0	0
none	0	0
Metazoa_SRP	0	0
CTA-315H11.2	0	0
none	0	0
none	0	0
FMR1-AS1_2	0	0
none	0	0
RP11-415G4.1	0	0
SNORD1C	0	0
CTD-3203P2.3	0	0
RP11-140H17.2	0	0
none	0	0
none	0	0
none	0	0
5S_rRNA	0	0
RN7SL787P	0	0
ABCB10P1	0	0
RP11-12A20.13	0	0
OR4M2	0	0
none	0	0
CTD-2553L13.10	0	0
RP11-278C7.3	0	0
MIR6777	0	0
CTC-281F24.3	0	0
MIR6081	0	0
RP11-813B8.2	0	0
none	0	0
Y_RNA	0	0
DISC2	0	0
RP11-474C8.8	0	0
uc_338	0	0
RP11-342A23.2	0	0
RP11-163I18.2	0	0
MIR6774	0	0
Metazoa_SRP	0	0
RP11-14C10.3	0	0
none	0	0
none	0	0
RP11-450H5.4	0	0
FADS2P1	0	0
none	0	0
none	0	0
none	0	0
RP11-576N17.6	0	0
none	0	0
RP11-407N8.6	0	0
RP11-341A11.3	0	0
AL133243.3	0	0
none	0	0
SNX18P1Y	0	0
RNA5SP439	0	0
AL031601.5	0	0
RN7SL585P	0	0
RFPL3-AS1_2	0	0
MIR8071-1	0	0
RP4-568C11.4	0	0
AC133551.1	0	0
LLNLR-284B4.1	0	0
PRAMEF28P	0	0
NATD1	0	0
RBPJP2	0	0
none	0	0
H2AFB1	0	0
RP11-158H5.8	0	0
RN7SL248P	0	0
none	0	0
none	0	0
RP11-324E6.10	0	0
FAM197Y4P	0	0
U4	0	0
RP11-579A4.1	0	0
DLEU2_1	0	0
none	0	0
U2	0	0
none	0	0
RP11-272L14.2	0	0
Metazoa_SRP	0	0
none	0	0
ANTXRL	0	0
U1	0	0
SOCS7	23	0
RP11-401E14.3	0	0
RP11-670E13.6	0	0
RP11-757O6.6	0	0
CTD-2313J17.6	0	2
Metazoa_SRP	0	0
CTC-360J11.7	0	0
RP11-77K12.9	0	0
none	0	0
none	0	0
none	0	0
KB-68A7.1	0	0
TBC1D3H	0	0
RP1-267L14.6	0	0
RNA5SP414	0	0
RMST_3	0	0
RP11-131M6.1	0	0
RN7SL818P	0	0
CTC-311G1.1	0	0
none	0	0
RP11-115D19.3	0	0
none	0	0
RP11-20I6.1	0	0
RP11-697E22.3	0	0
RP11-357P18.2	0	0
none	0	0
AJ011932.1	0	0
none	0	0
CTC-1337H24.3	0	0
GGTLC3	0	0
RP11-566K19.6	0	6
none	0	0
RP1-229K20.8	0	0
MIR6728	0	0
XXbac-BPG294E21.9	0	0
RP1-66N13.4	0	0
MIR7702	0	0
none	0	0
CH17-189H20.1	0	0
SNORA73A	0	0
HIST1H3B	0	16
none	0	0
RP4-545L17.12	0	0
RP11-34F20.7	0	0
RP11-44M6.7	0	0
GAGE13	0	0
RP11-326K13.5	0	0
CBSL	0	0
none	0	0
none	0	0
SPATA31E3P	0	0
MIR6069	0	0
RP11-326N17.2	0	0
RP11-118E9.1	0	0
Y_RNA	0	0
none	0	0
ADRA2B	0	0
none	0	0
HIST1H2BE	0	0
RP11-347I19.7	0	0
pRNA	0	0
RP11-20G13.5	0	0
RP11-1081M5.3	0	0
RP11-138H8.8	0	0
none	0	0
RP11-114G11.3	0	0
MIR6864	0	0
none	0	0
none	0	0
7SK	0	0
none	0	0
MIR5088	0	0
RP11-345J18.2	0	0
RP11-19G24.1	0	0
SNORA71E	0	0
RP11-53M11.5	0	0
RP11-167B3.2	0	0
MIR6749	0	0
RP11-996F15.5	0	0
ZNF646P1	0	0
RP11-93G5.1	0	0
none	0	0
RPSAP73	0	0
uc_338	0	0
RP11-314N13.10	0	0
none	0	0
AL359314.1	0	0
RP11-239C9.1	0	0
none	0	0
RP11-486O13.5	0	0
RP11-403A3.1	0	0
RP11-717F1.2	0	0
none	0	0
RP11-435J9.2	0	0
RP11-227G15.10	0	0
TTC28-AS1_3	0	0
REXO1L7P	0	0
ST7-AS2_1	0	0
RP11-40B20.1	0	0
RP11-1360M22.10	0	0
ZNF658	0	0
RN7SL853P	0	0
RP11-203I16.7	0	0
RP11-788A1.1	0	0
RP11-1151B14.5	0	0
FAM74A3	0	0
RP11-216L13.21	0	0
Metazoa_SRP	0	0
none	0	0
RP11-104O19.4	4	0
RP3-324O17.7	0	0
RP11-507A3.1	0	0
none	0	0
LA16c-380H5.6	0	0
none	0	0
GRAMD4P4	0	0
AC144831.3	0	0
RP11-94I2.4	0	0
RP13-714J12.1	0	0
RP5-878I13.1	0	0
ADAMTS7P1	0	0
none	0	0
RP11-178C3.8	0	0
RP11-179A9.3	0	0
MIR6801	0	0
LL22NC03-84E4.13	0	0
CTD-2017F17.2	0	0
U6	0	0
RP5-994D16.11	0	0
RP11-154H23.5	0	0
none	0	0
none	0	0
MIR6885	0	0
TPTE	0	0
none	0	0
RP11-554D14.8	0	0
HOTAIRM1_4	0	0
CTD-2540L5.9	0	0
RP11-322A17.3	0	0
RP11-294N21.3	0	0
CTD-2036P10.6	0	0
5S_rRNA	0	0
DLX6-AS1_1	0	0
none	0	0
RP5-965G21.4	0	0
RP11-433J22.2	0	0
none	0	0
MIR6515	0	0
TBC1D3D	0	0
uc_338	0	0
RP11-386J22.3	0	0
LL22NC03-2H8.5	6	56
RP11-544O24.2	0	0
RN7SL196P	0	0
AC114271.2	0	0
none	0	0
RP11-972P1.10	0	0
U1	0	0
JPX_1	0	0
none	0	0
U2	0	0
none	0	0
CTD-2282P23.2	0	0
C8orf89	0	0
RP11-128A17.2	0	0
RP11-373F14.2	0	0
RP11-683L23.6	0	0
LLNLR-304G9.1	0	0
none	0	0
U6atac	0	0
RP1-66H9.1	0	0
U2	0	0
none	0	0
CTD-2012B7.1	0	0
AC000041.10	0	0
SNORA40	0	0
Metazoa_SRP	0	0
CTD-2649C14.2	0	0
RP11-323P17.2	0	0
none	0	0
MIR1273H	0	0
RNA5SP257	0	0
RP4-663N10.3	0	0
RP11-425M5.8	0	0
none	0	0
RP11-228M15.1	0	0
Y_RNA	0	0
RN7SL650P	0	0
RP11-58A18.2	0	0
none	0	0
RP11-345P4.11	0	0
none	0	0
none	0	0
Y_RNA	0	0
RP11-60C6.8	0	0
CH17-431G21.1	0	0
RP11-962G15.2	0	0
none	0	0
GNAS-AS1_4	0	0
RP11-976B16.1	0	0
MRPS17P5	0	0
MIR6832	0	0
none	0	0
RP11-403B2.10	0	0
MESTIT1_3	0	0
RP4-583P15.16	0	0
ANKRD20A6P	0	0
RP11-678G14.6	0	0
Metazoa_SRP	0	0
RP5-965G21.5	0	0
RP11-212I21.5	0	0
none	0	0
Metazoa_SRP	0	0
TBC1D3L	0	0
Metazoa_SRP	0	0
CTD-2026K11.5	0	0
FAM74A6	0	0
none	0	0
Six3os1_1	0	0
none	0	0
none	0	0
RCC1L	54	36
none	0	0
CTC-338M12.13	0	0
none	0	0
RP11-146B14.1	0	0
CTD-2650P22.2	0	0
SEBOX	0	0
RP11-483E23.10	0	0
SNORD39	0	0
MIR223	0	0
none	0	0
RP1-62D2.4	0	0
SNORD28	0	0
Six3os1_6	0	0
none	0	0
RP11-676B18.2	0	0
none	0	0
RP11-434C1.6	0	0
MIR6889	0	0
AC138035.3	0	0
RP11-240G22.5	0	0
none	0	0
none	0	0
none	0	0
CH507-42P11.1	0	0
RP11-285E23.2	0	0
RP11-147L13.12	0	0
RP11-404F10.5	0	0
CTD-3035K23.7	0	0
RN7SL545P	0	0
RP11-121C6.4	0	0
SPDYE10P	0	0
ZYXP1	0	0
none	0	0
IGHV2-70	0	0
RP11-430E17.1	0	0
RP5-824H1.1	0	0
SNORA16A	0	0
FAM74A4	0	0
RP11-819M15.2	0	0
RNU2-1	0	0
DGKK	0	0
Metazoa_SRP	0	0
none	0	0
RP11-474P2.5	0	0
none	0	0
RP11-43P8.2	0	0
none	0	0
RP11-423G4.10	0	0
DUX4L24	0	0
RIMBP3B	0	0
WI2-88277B6.1	0	0
PI4KAP1	0	0
Y_RNA	0	0
none	0	0
RP11-12G12.7	0	0
ST7-OT4_4	0	0
RNU6-866P	0	0
TBC1D3	0	0
CTC-260E6.12	0	0
RP11-17E4.1	0	0
CH17-258A22.4	0	0
RFPL3-AS1_1	0	0
HIST1H4F	0	0
MIR378J	0	0
MIR6867	0	0
none	0	0
RP11-49G2.3	0	0
SCARNA17	0	0
RP11-104N10.2	32	24
FAM95B1	0	0
RP11-92F20.1	0	0
RP11-229E13.4	0	0
RP11-368E13.1	0	0
RN7SL719P	0	0
none	0	0
none	0	0
none	0	0
RP11-279O22.1	0	0
SNORD109A	0	0
HIST1H2BO	0	0
CH17-472G23.1	0	1
none	0	0
DLEU2_6	0	0
none	0	0
CTD-2311B13.10	0	0
RP11-457D13.4	0	0
RP11-347C12.11	0	0
CTD-3247H4.2	0	0
XIST_intron	0	0
RN7SL625P	0	0
TBC1D3J	0	0
RP11-986G18.2	0	0
Metazoa_SRP	0	0
RN7SKP236	0	0
5S_rRNA	0	0
RP11-169D4.4	0	0
CTD-2566J3.2	0	0
RP11-31H5.3	3	0
none	0	0
RP13-820C6.4	0	0
none	0	0
none	0	0
RP11-505K9.5	0	0
RP11-2C24.7	0	0
MYO5BP1	0	0
RP11-385G16.1	0	0
none	0	0
RP11-122K13.15	0	0
Metazoa_SRP	0	0
RP11-34H11.6	0	0
none	0	0
RP11-310E22.6	0	0
HTT-AS1_2	0	0
none	0	0
RP11-21K12.3	0	0
MIR6761	0	0
RP11-71L14.4	0	0
Metazoa_SRP	0	0
RP11-393M18.5	0	0
Metazoa_SRP	0	0
MIR486-1	0	0
Evf-2_5p	0	0
Metazoa_SRP	0	0
RP11-147L13.15	0	0
MIR7974	0	0
U4	0	0
RP1-47A17.1	0	0
RP11-346C4.3	0	0
RP11-86K22.2	0	0
SPRY4-IT1_2	0	0
RP11-618L22.1	0	0
none	0	0
RP11-476I15.6	0	0
none	0	0
RP11-143N13.3	0	0
LINC00901	0	0
none	0	0
CCL23	0	0
RP5-1057I20.6	0	0
AC013791.1	0	0
Metazoa_SRP	0	0
none	0	0
TCEB3CL2	0	0
none	0	0
RN7SL627P	0	0
CH17-53B9.4	0	0
KRTAP7-1	0	0
HIST1H3E	0	0
LA16c-358B7.4	0	0
TRBV12-3	0	0
none	0	0
U2	0	0
CTB-75G16.1	0	0
RP1-59D14.10	0	0
5S_rRNA	0	0
ZNFX1-AS1_2	0	0
none	0	0
RP11-966I7.4	0	0
PRAMEF27	0	0
RP11-139H15.7	0	0
LINC00453	0	0
AC131056.3	0	0
RP11-493E12.3	0	0
MIR6128	0	0
Metazoa_SRP	0	0
none	0	0
RP1-274L7.4	0	0
RP11-687F6.5	0	0
AC004792.1	0	0
none	0	0
none	0	0
none	0	0
none	0	0
Y_RNA	0	0
F8A2	0	0
AC171558.1	0	0
none	0	0
none	0	0
none	0	0
RP11-407N8.5	0	0
CTD-2129N1.1	0	0
Metazoa_SRP	0	0
AC007204.3	0	0
none	0	0
MIR6768	0	0
TBC1D3B	0	0
MIR6078	0	0
NPHP3-ACAD11	0	0
RP11-21I4.3	0	0
RP11-536P16.5	0	0
none	0	0
MIR6772	0	0
AC012531.1	0	0
RP1-292L20.3	0	0
RMST_7	0	0
RP11-395E19.4	0	0
MIR6762	0	0
RP11-348M3.6	0	0
MIR7152	0	0
RP4-616B8.5	0	0
LINC01297	0	0
RP11-567M16.6	0	0
none	0	0
RP11-432M8.21	0	0
RP11-1055B8.10	0	0
CTD-3037G24.5	0	0
RP11-566K19.11	0	0
SMCR2_2	0	0
RP11-356K22.1	0	0
MIR6788	0	0
RP11-320G10.1	7	0
Metazoa_SRP	0	0
RP11-325M4.2	0	0
uc_338	0	0
AC145212.1	4	0
Metazoa_SRP	0	0
RP11-49I11.4	0	0
RN7SL422P	0	0
RP1-90J20.14	0	0
none	0	0
RP11-136L23.2	0	0
Metazoa_SRP	0	0
U2	0	0
RP11-97N19.3	0	0
HOTAIRM1_3	0	0
H19_2	0	0
RP4-724P12.2	0	0
pRNA	0	0
RP11-195B21.3	0	0
none	0	0
none	0	0
RP11-214K3.25	0	0
none	0	0
DLEU2_3	0	0
RP11-411G2.1	0	0
none	0	0
Metazoa_SRP	0	0
AL117190.1	0	0
RP11-268P4.6	0	0
SEPT14P17	0	0
none	0	0
none	0	0
CTB-167G5.7	0	0
RP11-15E1.5	0	0
RP11-478J18.2	0	0
PANO1	0	0
AC001226.7	0	0
RP11-566H16.1	0	0
none	0	0
LL0XNC01-220B11.1	0	0
RP1-197B17.4	0	0
RP1-81D8.6	0	0
CTD-2515O10.5	0	0
none	0	0
none	0	0
none	0	0
RP11-12A20.7	0	0
none	0	0
HAR1A	0	0
RP11-144A16.5	0	0
RNA5-8S5	0	0
RP11-54G14.1	0	0
RP11-428F18.2	0	0
RP11-88E10.5	0	0
GS1-214D18.3	0	0
none	0	0
CTD-2547G23.4	0	0
CH17-13I23.1	0	0
KRT89P	0	0
RP11-165D7.5	0	0
RP11-1030E3.2	0	0
MIR7150	0	0
TBC1D3I	0	0
SMAD5-AS1_4	0	0
CTD-2311M21.4	0	0
none	0	0
MIR8083	0	0
RP11-351C21.2	0	0
RP5-864K19.6	0	0
RP5-1009E24.9	0	0
none	0	0
RP11-56B16.6	0	0
UG0898H09	0	0
SPDYE13P	0	0
none	0	0
TEX28P1	0	0
RN7SL600P	0	0
RP11-817I4.1	0	0
RP11-382B18.6	0	0
Y_RNA	0	0
MIR6771	0	0
RP11-472F21.1	0	0
BSNDP2	0	0
none	0	0
MIR6735	0	0
RP11-8P13.5	0	0
RP11-118M12.2	0	0
RNU11	0	0
RP11-1143G9.5	0	0
none	0	0
none	0	0
Y_RNA	0	0
PTCHD3P1	0	0
MIR6750	0	0
RP11-295I5.3	0	0
MIR6876	0	0
none	0	0
none	0	0
none	0	0
RP11-395B7.2	0	0
MIR8056	0	0
RP11-321F6.2	0	0
CTB-58E17.2	0	0
HIST1H2AH	0	0
SNORA17A	0	0
MIR8052	0	0
none	0	0
uc_338	0	0
RP11-187E13.3	0	0
ZNF280B	116	0
RP11-234G16.5	0	0
Y_RNA	0	0
none	0	0
none	0	0
RP11-599B13.9	0	0
CTC-550B14.10	0	0
RN7SL166P	0	0
RP11-129G17.2	0	0
RP11-61O11.1	0	0
RP11-317B17.4	0	0
none	0	0
MIR6753	0	0
MLLT6	0	0
CTB-1144G6.6	0	0
RP5-875H18.10	0	0
GXYLT1P4	0	0
none	0	0
none	0	0
HMGB1P24	0	0
RNU6-538P	0	0
none	0	0
TCL6_2	0	0
TP53TG3E	0	0
MIR8086	0	0
RP11-546B8.6	0	0
none	0	0
RP11-70D24.4	0	0
Metazoa_SRP	0	0
none	0	0
SNORD25	0	0
none	0	0
RP11-136G2.1	0	0
BSNDP1	0	0
PPP4R3B	46	8
none	0	0
ST7-OT3_1	0	0
CTC-471J1.11	0	0
RP11-127I20.8	0	0
none	0	0
PPP1R26P3	0	0
RP11-220H4.6	0	0
AC233755.1	0	0
CH17-262O2.1	0	0
none	0	0
SYNRG	0	21
MIR6825	0	0
U6	0	0
GNAS-AS1_5	0	0
Metazoa_SRP	0	0
uc_338	0	0
SNORD50B	0	0
NUDT18	0	0
CH17-248H7.2	0	0
none	0	0
none	0	0
RP11-656A10.1	0	0
SNORD91B	0	0
none	0	0
RP11-442O1.3	0	0
none	0	0
RN7SL296P	0	0
CTB-55O6.13	0	0
LA16c-329F2.2	0	0
RP11-219H23.1	0	0
none	0	0
RP11-627K11.6	0	0
none	0	0
none	0	0
MIR6766	0	0
SCb-64M4.1	0	0
none	0	0
none	0	0
RP11-309L24.10	0	0
MIR6782	0	0
U7	0	0
MIR6504	0	0
MIR6087	0	0
ZNF2	0	0
GAGE2E	0	0
none	0	0
RP11-613H2.3	0	0
RP11-711K1.8	0	0
RP11-182J1.18	1	0
CH17-232I21.1	0	0
none	0	0
HIST1H4L	0	0
SNORD116-22	0	0
RN7SL203P	0	0
CH17-219N22.1	0	0
RP11-32D4.1	0	0
CH17-472G23.4	0	2
RN7SL663P	0	0
MEG8_2	0	0
none	0	0
RP11-432L12.1	0	0
RP1-101D8.1	0	0
CH17-478G19.2	0	0
MIR6888	0	0
RP5-999L4.2	0	0
SCARNA16	0	0
SNX18P5	0	0
snoU2_19	0	0
none	0	0
none	0	0
CCL16	0	0
U3	0	0
CTD-2595P9.4	0	0
RP11-762N20.1	0	0
TRBV12-5	0	0
none	0	0
RP11-187C18.3	0	0
Mico1	0	0
LLNLR-260G6.1	0	0
RP11-385J1.3	0	0
MIR6814	0	0
MIR6815	0	0
none	0	0
FRG2MP	0	0
AC091199.1	0	0
U6	0	0
CTD-2313J17.7	0	0
RP11-4B16.3	0	0
RP4-737E23.7	0	0
RP11-631N16.4	0	0
none	0	0
LENG9	0	0
none	0	0
RP13-753N3.3	0	0
RP11-196B3.3	0	0
none	0	0
none	0	0
none	0	0
RP11-36I17.2	0	0
RP1-27C22.1	0	0
